LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity
CCC(=O)C=C(N)C1=CC=CC(C(=O)N)=C1C(=O)C(C)=CC(=O)C2=CC=C(C)C=C2,7.48318825993242E-10,O=C(NCCNC(=O)C=CC(=O)c1ccc(cc1)C)c2c(c(ccc2)C(=O)N)C,1.0412969741292453e-08,0.387
O=C(CC1=CC2=CC=CC=C2C(=O)1)NCC3=CC=CC4=C3NC(=C)CC(=O)4,7.48318825993242E-10,O=C(NCCNC(=O)CC=1C(=O)Oc2c(cccc2)C1)c3c4Nc5c(cccc5)C(=O)c4ccc3,2.357925776599026e-09,0.364
CC(N)(C)C1=CC=CC=C1CCC=CC2=CC(=O)CC=C2NC3=CC=CC=C3,7.48318825993242E-10,O=C(NCc1c(cccc1)C(C)(C)C)C2=C(OCC2=O)Nc3ccccc3,9.25260985941592e-09,0.301
O=C(NC1=CC=CC=C1N)CCCC2=CC(=C(=O))C3=CC=C(C(C(N)))C=C32,7.6105618907415E-10,O=C(Nc1c(N)cccc1)CCCc2cc3c(cc2)cccc3,3.451502703596816e-08,0.525
C=C(N)C1=CC=CC(C(=O)C)=C1CCNC(=O)CC2=CC3=CC=CC=C3C2=O,7.6105618907415E-10,O=C(NCCNC(=O)CC=1C(=O)Oc2c(cccc2)C1)c3c(cccc3)C(=O)C,6.231032238480951e-08,0.439
O=C(CC1=CC=CC=C1)NCCCC2=CC=CC3=C2CC(=C(=C(N)))CC3,7.6105618907415E-10,O=C(NCCC(=O)NCc1c2c(ccc1)CCCC2)Cc3ccccc3,2.3019028844124833e-08,0.469
NC(=O)C1=CC=CC(C(=O)C)=C1CC=CC2=C(C(=O)C)C=CC=C2C=CC3=CC=CO3,7.74010358698762E-10,O=C(N)c1c(c(NC(=O)CCNC(=O)C=CC=2OC=CC2)ccc1)C,2.705667491374261e-07,0.386
CC1=CC=CC=C1CNC(=O)CC(C(=O)O)=C2C(=O)CC3=CC=C(C(=O)N)C=C3[CH1]2,7.74010358698762E-10,O=C(OCC(=O)NCc1c(cccc1)C)c2c(ccc(c2)C(=O)N)C,4.919707539022397e-08,0.47
O=C(CC1=CC=C(C)C=C1)NCC2=CC=CC=C2C3CC(=O)NC(N)=C3,7.74010358698762E-10,O=C(NCc1c(cccc1)C2CC2)Cc3ccc(cc3)C,6.126747008126378e-08,0.6
CC(CC1=CC(C(=O)N)=CC=C1)=C(C)CC(=O)NC=CC2=CC=CC(N)=C2,7.74010358698762E-10,O=C(N)c1cc(ccc1)CNC(=O)C=Cc2cc(N)ccc2,9.663652860855617e-08,0.534
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2C3CCCC(C(=O)(N))=C3,7.74010358698762E-10,O=C(NCc1c(cccc1)C2CCC2)NCCNC(=O)Cc3ccccc3,1.2121184566672398e-08,0.517
CC1=C(C(=O)N)C=CC=C1CCCCC=CC2=CN=C(N3CCC(N)C3)C=C2,7.74010358698762E-10,O=C(Nc1cnc(N2CCC([NH3+])CC2)cc1)c3c(c(ccc3)C(=O)N)C,5.003447382254635e-08,0.486
O=C(CC1=CC=CC=C1)NCC2=CC=CC(=C2)CC3=CCCC(C(=C(N))N)=C3,7.87185025197419E-10,O=C(NCCNC(=O)Cc1ccccc1)C2=CCC2,7.323984638763735e-07,0.431
CC1=C(C(=O)N)C=CC=C1CCCC(=C(N))C=CC2=CC3=CC=CC=C3S2,7.87185025197419E-10,S1c2c(cccc2)C=C1CCNC(=O)c3c(c(ccc3)C(=O)N)C,4.598530619970025e-08,0.448
O=C(C(N)(N)C1=CC=CC=C1)NCC=CC2=CC=CC=C2C=C(N)CC,7.87185025197419E-10,O=C(NCC=CCNC(=O)C(c1ccccc1)(CC)CC)C=Cc2c(cccc2)C,5.088612586911091e-08,0.419
O=C(CC1=CC=CC=C1)NC(=O)CCC(C(=O)O)=CCC(=O)CC2=CN=CC3=C2CCC3,7.87185025197419E-10,O=C(NCCC(=O)NCc1c2c(cnc1)CCC2)Cc3ccccc3,7.502233167218944e-08,0.522
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(C)CC3=CC=CC(N)=C3,7.87185025197419E-10,[NH+](Cc1c(N)cccc1)(Cc2cc(N)ccc2)C,7.8355164770535e-07,0.42
ClC1=C(C(=O)N)C=CC=C1CCC(=O)CCC=CC2=C(C(=O)N)C3=CC=CC=C3C2,7.87185025197419E-10,O=C(NCC=CCNC(=O)CCc1c(cccc1)C(=O)N)c2cc3c4c(cccc4)Cc3cc2,5.301180255280092e-09,0.392
C(=O)=C(CC1=CC=CC=C1)C(=O)NC=CC2=CC3=CC=CC(C(=C)N)=C3C=C2,8.005839417147E-10,Brc1c2c(cc(cc2)C=NNC(=O)Cc3ccccc3)ccc1,3.01555886830405e-08,0.377
O=C(CC1=CC=CC=C(C(=O)N)1)N2CCC(=C(C(=O)O))C(C3=CC=CC(N)=C3)=C2,8.005839417147E-10,O=C(N)c1c(cccc1)CC(=O)N2C3=NC(c4cc(N)ccc4)=CN3CCC2,1.0412969741292453e-08,0.466
C(C(=O)C)=C(CC1=CC(C(=O)N)=CC=C1)N2CCC(C(=O)O)=C(C3=CC=C(C(=O)O)C=C3)C2,8.005839417147E-10,O=C(N)c1cc(ccc1)CC(=O)N2CC(c3ccccc3)=C(CC2)C,2.634677144749383e-08,0.5
C=C(CC1=CC=C(C(=C(N))C(N))C=C1)NC2CCC(C3=CC=CC(C(=O)C(C))=C3)CC2,8.14210925278593E-10,O=C(NC1CC(NC(=O)c2ccc(cc2)CC(=O)N)C1)c3cc(ccc3)C4CC4,5.003447382254635e-08,0.449
CN(CC1=CC(C(=O)N)=CC=C1)C(=O)C2=CC=NC=C2CC3=CC(N)=CC(=O)C(=O)3,8.14210925278593E-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)c2c(N(C)C)cncc2,1.774284064318968e-07,0.603
CC(N)(C)C1=CC=CC=C1NSC2=CC=CC=C2C3=CC(C(=O)N)=CC(F)=C3,8.14210925278593E-10,S(c1c(NC(=O)Nc2c(c3cc(F)cc(F)c3)cccc2)cccc1)C,1.1635147152901843e-07,0.417
C(C(=O)N)=C(CC1=CC(C(=O)C)=CC=C1)N2CCC(C(=O)N)=C(C3=CC=CC=C3)C2,8.28069857887899E-10,O=C(N)c1cc(ccc1)CC(=O)N2CC(c3ccccc3)=C(CC2)C,2.634677144749383e-08,0.547
O=C(CC1=CC=CC=C1)N2CCCN(C3=CC=CC(C(=C(C(=O)C(N)))C(N))=C3)C(=O)2,8.28069857887899E-10,O=C(OCC(=O)Cc1ccccc1)c2cc(N3C(=O)NCCC3)ccc2,7.502233167218944e-08,0.408
CC1=C(C(=O)N)C=CC=C1CCC2=CC=CC=C2C=CC=CC(Cl)=CCNC,8.28069857887899E-10,O=C(NCCNC(=O)C=CC=Cc1ccccc1)c2c(c(ccc2)C(=O)N)C,6.275857593726992e-09,0.382
O=C(NCC1=CC=CC=C1)CCC2CCC3=C(N(C(=O)C(C(C))))C=CC=C3S2,8.28069857887899E-10,O=C(Nc1c(NC(=O)CCC)cccc1)CCCC(=O)NCc2ccccc2,5.923383423429206e-08,0.554
O=C(CC1=CC=CC=C1)NCCC=CC2=CC3=CC=C(C(=O)C(C(C)))C=C3C2=O,8.28069857887899E-10,O=C(Nc1cc(ccc1)C(=O)CCC)CCNC(=O)Cc2ccccc2,3.884351956974374e-08,0.492
CN(CC1=CC=CC(C(=O)N)=C1)C(=O)CNC2=CC=CC=C2C(N)C3=CC=CC=C3,8.28069857887899E-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)CNc2c(cccc2)C(=O)N,4.919707539022397e-08,0.679
CC1=CC=CC=C1CC(=O)NC(=O)CNC2CC(=O)C3=CC=CC(C(=O)N)=C3C2,8.4216468761809E-10,O=C(NC1C(NC(=O)Cc2c(cccc2)C)CC1)c3c4c(ccc3)C(=O)CC4,1.2121184566672398e-08,0.464
CC1=C(C(=O)O)C=CC=C1CCCC(=C(N))C=CC2=CN=C(C3CCCC3)C=C2,8.4216468761809E-10,[O-]C(=O)c1c(c(NN=Cc2cnc(cc2)C3CCC3)ccc1)C,2.2854615275150829e-07,0.493
CC1=CC=CC=C1CNC(=O)CNCC2CC(=O)[NH1]C3=CC=C(C(=O)N)C=C32,8.4216468761809E-10,O=C1Nc2c(cccc2)C(C1)CC(=O)NCc3c(cccc3)C,1.6034035719839377e-07,0.578
CCCCCC1=CC=CC=C1N2CCCC(C3=CC=CC(C(=O)C(N))=C3)C2=O,8.56499429746053E-10,O=C1N(c2c(cccc2)C)CCCC1Nc3cc(ccc3)C(=O)CC,6.337092539563196e-08,0.419
O=C(CC1=CC=CC=C1)NCC2=CC(C(N))=CC(N)=C2[CH1]C=CC3=CC=CC=C3,8.56499429746053E-10,O=C(NCC=Cc1ccccc1)C(=O)NCCNC(=O)Cc2ccccc2,6.231032238480951e-08,0.448
CC1=C(C(=O)N)C=CC=C1CCCCC(=N)C=CC2=CC3=CC=CC=C3C2,8.56499429746053E-10,O=C(NCCCCNC(=O)C1=Cc2c(cccc2)C1)c3c(c(ccc3)C(=O)N)C,5.965995587201039e-09,0.441
O=C(CC1=CC=CC=C1)NC(=O)NCC2=CC=CC(=C2)C3CCC=C(C(C(=O)N))3,8.56499429746053E-10,O=C(NNC(=O)Cc1ccccc1)NCc2cc(ccc2)C3CC3,1.8798638079786138e-08,0.525
CC(C(=O)NCC1=CC=CC=C1CCC(C(C(=O)N))C)C2=CC=C(N)C=C2,8.56499429746053E-10,O=C(OC)CCc1c(cccc1)CNC(=O)C(c2ccc(cc2)C)C,6.231032238480951e-08,0.509
CC(C)C1=CC=C(C(=O)N)C=C1N2CCCC(C3=CC(C(CC(N)(N)))=CC=C3)=C2,8.56499429746053E-10,Fc1cc(ccc1)CCC(C(=O)Nc2c(N3CCCC3)ccc(c2)C(=O)N)C,2.2254963963401058e-08,0.388
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC=C(N)C(F)=C(N)C,8.56499429746053E-10,FC(C(=O)OCc1c(cccc1)CCC=C)=C(C)C,3.2343863910397557e-06,0.283
C(=O)(N)CC1=CC=CC(C(=C(=O))C)=C1CC=CC(=O)NC(=O)C2=CC=CC=C2F,8.71078167893905E-10,Fc1c(cccc1)C(=O)NNC(=O)Nc2c(cccc2)CC(=O)N,3.313103734547974e-07,0.422
C(N)N(CC1=CC=CC(C(=O)N)=C1)C(=O)C2=CC=CC=C2NC3=CCC(C(N))=C3,8.71078167893905E-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)c2c(Nc3ccccc3)cccc2,3.0889504655365785e-09,0.5
CC(N)(C)C1=CC=CC=C1NCCNC2=NC(=O)CC=C2NC3=CC=CC=C3,8.71078167893905E-10,O=C(Nc1c(cccc1)C(C)(C)C)CCNc2ccccc2,3.666193129637751e-07,0.323
CC1=CC=CC=C1CSC2=CC(C(=O)O)=CC=C2C3=CC4=CCCC=C4C(=O)C3,8.85905055192363E-10,S(Cc1c(cccc1)C)CC(=O)Nc2cc(cc(c2)C([O-])=O)C([O-])=O,2.994020218722163e-07,0.362
O=C(CC1=CC=CC=C1)NCC(C(=O)N)=CC2=CC=CC(=C2)C(N)3CCCC3,8.85905055192363E-10,O=C(Nc1cc(ccc1)C2([NH3+])CCOCC2)C(=O)NCCNC(=O)Cc3ccccc3,1.1329868277338134e-08,0.463
O=C(C=CC=C(C(=O)N)C=C(N)C1=CC=CC=C1)CCC2CC3=CC=CC=C3C2,8.85905055192363E-10,O=C(NCCC1Cc2c(cccc2)C1)C=CC(=O)c3ccccc3,6.895095781354073e-08,0.414
O=C(CC1=CC=CC=C1)CCC(=O)C=C(C(=O)N)C2=CC=CC(C(C(C(C(=C)N))))=C2,8.85905055192363E-10,O=C(N)c1cc(ccc1)CCNC(=O)CCCc2ccccc2,1.0514571415418938e-07,0.417
O=C(CC1=CC=C(N)C=C1)C(C)C2=CC=CC(N)=C2CC3=CC=CC(C(=O)N)=C3,8.85905055192363E-10,O=C(N)c1cc(ccc1)CN(C(=O)Cc2ccc(N)cc2)C,1.5501821972997198e-07,0.5
N#CC1=CC=CC(C(=O)N)=C1CC(=O)NC=C2C(=O)CCC3=CC=C(C(=O)(N))C=C32,8.85905055192363E-10,Fc1c(cc(cc1)C(=O)N)C(=O)NCC=CCNC(=O)Cc2c(F)cccc2C#N,5.6309243537968836e-08,0.427
N(C(=O))(CC1=CC(C(=O)N)=CC=C1)N2CCCN(C3=CC=C(C(=C)N)C=C3)C2,8.85905055192363E-10,O=C(N(Cc1cc(ccc1)C(=O)N)C)c2ccc(N3CCCC3)cc2,7.131820520357163e-08,0.532
O=C(CC1=CC=CC(C(=C(N))C(C(=O)O))=C1)N2CCCC(C3=CC=C(N)C=C3)=C2O,9.00984315463834E-10,[O-]C(=O)c1cc(ccc1)CC(=O)N2c3c(cc(N)cc3)CCC2,9.828140844988804e-08,0.493
O=C(CN)CNC(=O)CCCC1=CC=C(C(=O)N)C=C1C=CC2=CC3=CC=CC=C3C2,9.00984315463834E-10,O=C(NCC=CCNC(=O)CCCc1c(OC)cc(OC)cc1)C2=Cc3c(cccc3)C2,6.44495812539366e-08,0.386
C(CC1=CC=C(C)C=C1)C(C)C2=CC=CN2C(=O)CC3=CC=CC(C(=O)N)=C3,9.16320244425709E-10,O=C(N)c1cc(ccc1)CC(=O)NC(CCc2ccc(cc2)C)C,3.3937368727139225e-08,0.586
C(C)CC1=CC=CC=C1CC=CC2=C(C(=O)N)C=CN=C2CC(=O)CC3=CC=CS3,9.16320244425709E-10,S1C(=CC=C1)CC(=O)NCC=CCNC(=O)c2c(cccc2)CCC,5.536682786610249e-08,0.423
O=C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC(C(C(=C(N))C)(N)N),9.16320244425709E-10,O=C(N)c1c(cccc1)CCC(=O)NCC=CCNC(=O)C,1.1440416335501127e-07,0.414
N(C(=O)C1CCCCC1)CCC2CC3=C(C(=C)N)C=CC=C3CC2,9.3191721091408E-10,O=C(NCCC1Cc2c(cccc2)CC1)C3CCCCC3,3.172181029362035e-08,0.654
O=C(CC1=CC(C(N))=CC=C1)CCC=CC2=CC=CC=C2NC3=CC=C(N)CC3,9.3191721091408E-10,FC(F)(F)C=Cc1c(NC(=O)CCc2cc(ccc2)C[NH3+])cccc1,3.119090045924261e-08,0.389
CN(CC1=CCCC(C(=O)N)=C1C)C(=O)CCC(=O)C(=O)NCC2=CC=CC=C2F,9.47779658128346E-10,Fc1c(cccc1)CN(C(=O)C(=O)NCc2c(F)cccc2)C,5.685866541802747e-07,0.452
CNC1=CN=C(N)N=C1CCCCC=C2CCCC3=CC=C(C(=O)N)C=C23,9.47779658128346E-10,O=C(NCCCCNC(=O)c1cc2c(cc1)CCC2)c3c(nc(nc3)N)CC,1.0514571415418938e-07,0.403
O=C(NC(=O)CC(=O)CC1=CC(C(=O)N)=CC=C1)C=CC2=CC3=CC=CC=C3C(=O)2,9.47779658128346E-10,O=C(N)c1cc(ccc1)CC(=O)NCCNC(=O)C=Cc2ccccc2,6.554659724274868e-08,0.455
O=C(CNC=C1CC(=O)CC2=C1C=C(C(=O)N)C=C2)C3=CC(N)=CC=C3,9.63912104896945E-10,O=C(NCC=CCNC(=O)c1cc(N)ccc1)c2cc3c4c(cccc4)Cc3cc2,2.887292219440181e-09,0.484
CC(C)(N)C1=CC=CC=C1CCC(=C(C(=N)C))C2=CC(C(=O)N)=CC=C2C,9.63912104896945E-10,FC(F)(F)c1c(cccc1)CCNC(=O)c2c(ccc(c2)C(=O)N)C,1.1833192542966173e-07,0.477
CCC1=CC(N)=C(C(=O)N)C=C1CC(=O)CC=C(C)C2=NC3=CC=CC=C3S2,9.63912104896945E-10,S1c2c(N=C1C(=O)Nc3cc(N)c(cc3)CC)cccc2,7.448648416157136e-07,0.463
O=C(CC1=CC=CC=C1)NC(=O)CCC(C(=O)C(N))CC2=CC(C(=O)N)=CC=C2,9.63912104896945E-10,O=C(OCC(=O)NC(=O)Cc1ccccc1)Cc2cc(ccc2)C(=O)N,4.919707539022397e-08,0.536
C=C(CC1=CC=CC2=C1C=CC=C2)NCC3=CC4=CC=CC=C4C(N)(N)3,9.8031914696469E-10,O=C(NCC1(c2c3c(ccc2)cccc3)CC1)Cc4c5c(ccc4)cccc5,5.866146124015276e-09,0.397
C(=O)(C(N))C1=CC=CC=C1CCC2=CC=CC=C2C=CC=CC(Cl)=C(N)C,9.8031914696469E-10,ClC(=CCOC(=O)c1c(cccc1)CCc2ccccc2)C,1.3094298482212222e-07,0.339
CCC1=CC(=O)C(=C(C(=O)O))C=C1CCNC(=O)CC2CC3=CC=CC=C3C2,9.8031914696469E-10,O=C(NCCNC(=O)CCc1ccc(cc1)CC)CC2Cc3c(cccc3)CC2,1.1522717422507956e-08,0.433
NC1=CC=CC=C1C(=O)NC(C)CC2=CC(C(C(C(=O)(N))))=C(N)C(C)=C2,9.97005458301945E-10,O=C(NC(Cc1cc(cc(c1)C)C)C)c2c(N)cccc2,1.4736440415238076e-07,0.635
NC(=O)N1C=CC=C1CNC(=O)CCC=C2CC(=O)[NH1]C3=CC=C(C(=O)N)C=C32,9.97005458301945E-10,O=C1NCC(=O)Nc2c1cc(cc2)C(=O)NCCC(=O)NCc3ccccc3,8.162831131008149e-08,0.372
CC1=C(C(=C)N)C=CC=C1CCCCC(=O)C=CC2=CC3=CC=CC=C3C2,9.97005458301945E-10,O=C(NCCCCNC(=O)C1=Cc2c(cccc2)C1)c3c(c(ccc3)CO)C,3.3937368727139225e-08,0.389
CC1=CC=CC=C1NCCCC=C2C(C(=O)C)=C(N)C=C2CCCCC(=O)(N),1.01397579243617E-09,O=C(Nc1c(NCCC(=O)N)cccc1)CCNc2c(cccc2)C,1.400884853987751e-07,0.419
O=C(CC1=CC=CC(C(=C(N))N)=C1C)CCC=CC=CC2=CC=CC=C2Cl,1.01397579243617E-09,Clc1c(cccc1)C=CC(=O)OCc2c(c(ccc2)C(=O)OC)C,3.922252447567377e-07,0.412
NC1=C(N)C(C(=O)N)=CC2=C1CC(=O)N2CC(=C)NC(=O)C3=CC=CC(C)=C3,1.01397579243617E-09,O=C(NNC(=O)CN1c2c(cccc2)CC1=O)c3cc(ccc3)C,1.3094298482212222e-07,0.456
O=C(CCC1=CC=CC=C1)NCCC2=CC(C(=C(N)(C(C(=O)N)))N)=CCC2,1.03123498380606E-09,O=C(NCCNC(=O)CCC(=O)N)CCc1ccccc1,6.29182981330297e-07,0.5
NC1=CC=C(N)C=C1CC2=CC=CC=C2CNCC3=CC(N)=CC(=O)C3,1.03123498380606E-09,O=C(N1Cc2c(ccc(N)c2)C1)c3c(cccc3)CN4N=NC(c5ccc(N)cc5)=C4,1.9917261320296374e-09,0.205
CSC1=CC(C(=O)N)=CC=C1CC=CCCC2=CC3=CC=C(C(=O)N)C=C3C(=O)2,1.04878794913877E-09,S(c1c(N)ccc(c1)C(=O)NCC=CCNC(=O)c2ccc(cc2)C(=O)N)C,1.2327502947867038e-08,0.354
C(=O)(CC1=CC(C(=O)C(N))=CC=C1)N(C)C(=O)CCC2=CC=C(C(=C)C(C(=O)N))C=N2,1.04878794913877E-09,Brc1cnc(cc1)CCC(=O)N(CCN(C(=O)Cc2cc(ccc2)C(=O)N)C)C,4.955099369734089e-09,0.486
CC1=C(C(=O)N)C=CC=C1C(=O)CCCC(=C(N))CC(=O)CC=CC2=CC=CC(F)=C2,1.04878794913877E-09,Fc1cc(ccc1)C=CCOC(=O)c2c(c(ccc2)C(=O)N)C,2.2854615275150829e-07,0.54
CC(CC1=CC(C(=C(N))O)=CC=C1)N2CCC(CC3=CC=C(N)C=C3)CC2,1.04878794913877E-09,O=C(N)c1cc(ccc1)C[NH+]2CCC(Cc3ccc(cc3)C(C)C)CC2,8.083954182461677e-09,0.433
C=C(CC1=CC=CC2=C1C=CC(N)=C(N)2)C=CC3=CC4=CC=CC=C4C3,1.04878794913877E-09,O=C(NNC(=O)CC1=Cc2c(cccc2)C1)Cc3c4c(ccc3)cccc4,2.838969257420217e-09,0.359
N(=O)C1=C(C)C=C(N)C=C1CC2=CC=CC=C2CC(=O)NC3=NC=CC=C3,1.06663968885055E-09,O=C(Nc1ncccc1)CNC(=O)Cc2c(cccc2)C,3.4268503222272783e-07,0.518
C=C(CCC(=O)NCC1=CC=CC=C1)C(=O)C=CC2=CC=C3C(C(=O)(N))=CSC3=C2,1.06663968885055E-09,S1c2c(ccc(c2)C)C(C(=O)NCCC(=O)NCc3ccccc3)=C1,5.352905056385263e-08,0.485
CC1=C(C(=O)N)C=CC=C1CC(=C(=O))CCC2=NC3=CC(C(C(=O)(N)))=CC=C3S2,1.06663968885055E-09,Brc1cc2N=C(Sc2cc1)CCC(=O)Nc3c(c(ccc3)C(=O)N)C,1.535202879529733e-08,0.5
C(C(=O)N)#CC1=CC=C(C(=O)N)C=C1CCCCC(=O)C2=CC3=CC=CC=C3C2,1.06663968885055E-09,O=C(NCCCCNC(=O)C1=Cc2c(cccc2)C1)c3ccc(cc3)C(=O)N,3.5102517843139754e-08,0.438
O=C(NCC1=CC=CC=C1)CCC=2CCC3=CC=CC(C(=C(N))N)=C3C=2,1.06663968885055E-09,O=C(N)c1c(cccc1)CCC(=O)NCC(=O)NCc2ccccc2,5.444018486747391e-08,0.466
O=C(CC1=CC=CC=C1)C(=C)C2=CC=CC=C2C(=O)C3=CC(=O)CC(C(=O)N)=C3,1.06663968885055E-09,O=C(N)c1ccc(cc1)COC(=O)C(=C)Cc2ccccc2,3.5445020958727777e-07,0.339
CC(C(C(=O)N))CC1=C(N)C=CC=C1CCCC(=O)NC2=CC=CC(N)=C2,1.06663968885055E-09,O=C(Nc1cc(N)ccc1)CCCc2ccc(cc2)CC(C)C,2.7251317633980198e-08,0.569
CCC1=CC=CC(C(=C)C)=C1CCNC(=O)CC2CCC3=CC=CC=C3C2(=O),1.08479528847129E-09,O=C(NCCc1c(cccc1)CC)CC2C(=O)c3c(cccc3)CC2,3.226175690629193e-08,0.724
CN(CC1=CC=C(C(=O)N)C=C1)C(=O)C2CCC(C3=CC(C(=O)N)=CC=C3)=C2,1.08479528847129E-09,O=C(N(C1CC1)Cc2ccc(cc2)C(=O)N)c3cc(c4ccc(cc4)C(=O)N)ccc3,4.256786910415247e-09,0.492
O=C(CC1=CC(C(=O)C(C(=O)N))=CC=C1)NC2CCC(C3=CC=CC=C3)=C(O)2,1.08479528847129E-09,O=C(N)c1cc(ccc1)CC(=O)NC2c3c(ccc(c4ccccc4)c3)CC2,3.535504146557134e-09,0.538
C(N)=C(CCC=C1C=CC=C(C(=O)N)1)CCCCCC(=O)NC2=CC=CC=C2,1.10325992009321E-09,O=C(N)c1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2)cc1,1.331718053230139e-07,0.481
NC=CC=CCCC1=CC=C(C(=O)O)C=C1CC(=O)CC2=CC=CC(C(=C)N)=C2,1.10325992009321E-09,Clc1c(ccc(c1)C([O-])=O)CCNC(=O)Cc2cc(ccc2)C(=O)N,5.088612586911091e-08,0.4
O=C(NC1=CC=CC(C(=O)O)=C1)NCC2=CC(=O)CC=C2CCC3CCCCC3,1.10325992009321E-09,O=C(Nc1cc(ccc1)C(=O)NCc2ccccc2)NCCC3CCCCC3,3.595683041467308e-09,0.478
CC(C)C1=CC=C(C(=O)N)C=C1N2CCNN(CCC3=CC=CC(C(=O)N)=C3C)C2,1.10325992009321E-09,Clc1cc(c(cc1)C(C)C)C(=O)N2CCN(C(=O)c3c(c(ccc3)C(=O)N)C)CC2,7.376672572429295e-08,0.394
O=C(CC1=CC(N)=NC=C1)NCC=CC2=C(C(=O)N)C=CC=C2SC(=O)CCC,1.12203884384431E-09,O=C(NCC=CCNC(=O)Cc1cc(ncc1)N)c2c(c(ccc2)C(=O)N)C,1.4349790904006653e-08,0.588
O=C(CCC1=CC=CC=C1)NCCC(C(=C(=O))C)CC2=CC(C(=O)N)=CC=C2,1.12203884384431E-09,O=C(N)c1cc(ccc1)CC(=O)NC(CCNC(=O)CCc2ccccc2)C,2.1516260497613893e-08,0.617
O=C(CC1=CC(C(=C(N)(N))N)=C(N)C=C1)N2CCCC(C3=CC=CC=C3)=C(N)2,1.12203884384431E-09,O=C(N1CCN(C(=O)C2=C(c3ccccc3)CCC2)CC1)c4c(N)ccc(c4)CC,5.444018486747391e-08,0.462
C#CC1=CC=C(C(=O)N)C=C1CC(=C)C2=CC3=C(C(=O)O)C=C(C(C)C)C=C3[NH1]2,1.12203884384431E-09,O=C(NCCNC(=O)C=1Nc2c(ccc(c2)C(C)C)C1)c3cc(c(C#C)cc3)C,3.7554196316885365e-08,0.367
NC(=O)CCC(=O)CC=CC=CC1=CC=CC=C1N(C(=O)C2=CC=C(C(=O)O)C=C2C)C,1.12203884384431E-09,O=C(OC)c1cc(c(cc1)C(=O)N(CCN(C(=O)CCC(=O)N)C)C)C,4.565685583961553e-07,0.375
C(=O)=C(C)C1=CCCC=C1C(=O)C2=CC=CC=C2CC3=CC(C(=O)N)=CC=C3,1.12203884384431E-09,O=C(OCc1cc(ccc1)C(=O)N)c2c(cccc2)Cc3ccccc3,2.504593513241216e-08,0.475
O=C(CC1=CC=C(C)C=C1)NCC2=CC(N)=CC=C2C3CC(C)CCC3,1.12203884384431E-09,O=C(NCc1c(ccc(c1)C)C2CC2)Cc3ccc(cc3)C,2.1516260497613893e-08,0.63
CCC1=CC=CC(C(=O)N)=C1C(=O)C=CC2=CC=CC=C2C=CC3=CC=CC(=O)3,1.12203884384431E-09,O=C(NC=1C(=O)C=CC=CC1)c2c(cccc2CC)CC,4.196195813603635e-07,0.371
CC(N)(C)C(N)=CCC(=O)CC1=CC=CC=C1C(=C)C2=CC=CC(C(C(=O)(N)))=C2,1.12203884384431E-09,O=C(OC(C)(C)C)c1c(cccc1)CC(=O)OCc2cc(ccc2)C(=O)N,3.6925673166338796e-08,0.386
O=C(CC1=CC=CC=C1)CCC=CC2=C(C(=O)N)C=CC(=C2)C(=O)CCC(C)N,1.12203884384431E-09,Clc1c(ccc(c1)C(=O)OCC(=O)Cc2ccccc2)C(=O)N,3.922252447567377e-07,0.379
O=C(CC1=CC=CC=C1)NC2C=C(C(=O)C(C(C(=O)N)))C3=CC=CC=C32,1.14113740938682E-09,O=C(N1CCC(NC(=O)Cc2ccccc2)CC1)CCC(=O)N,1.106067745068516e-07,0.464
C(=O)=C(C(=C)C1=CC(C(=O)N)=CC=C1)N2CCCC(C3=CC=CC(C(=O)(O))=C3)=N2,1.14113740938682E-09,[O-]C(=O)c1cc(N2N=CC(c3cc(ccc3)C(=O)N)=C2)ccc1,1.377439043709943e-07,0.394
O=C(NCCCC(C(=O)C)CC1=CC(C(=O)N)=CC=C1)C(N)C2=CC=CC=C2,1.14113740938682E-09,O=C(N)c1cc(ccc1)CC(=O)NC(CCCNC(=O)C(c2ccccc2)C)C,1.535202879529733e-08,0.538
CC1=C(C(=O)N)C=CC=C1CC(=O)CC(=C)C=CC2=CC3=CC=CC=C3N2C,1.14113740938682E-09,O=C(N)c1c(c(NC(=O)C=CC=2N(c3c(cccc3)C2)C)ccc1)C,8.881597064258669e-08,0.587
O=C(CC1=CC=CC=C1)NCCCC2=C(C(=O)C)C=CC3=C2CC(=N)C=C3Cl,1.16056105744121E-09,O=C(NCCCCNC(=O)CCNC(=O)Cc1ccccc1)c2c(cccc2)C(=O)C,1.016556387001877e-07,0.438
CC(CC1=CC=C(N)C(C(=O)N)=C1)C(C)C2=CC=CC=C2NC3=CC=CC=C3,1.16056105744121E-09,O=C(Nc1c(Nc2ccccc2)cccc1)c3c(N)ccc(c3)C[NH3+],2.3809325856381848e-08,0.483
